0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
25.242641,24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
25.656855,24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
26.071068,25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,14.485281,14.071068,13.656855,13.2426405,12.828427,13.2426405,13.656855,14.071068,14.485281,14.899495,15.313708
25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,13.899495,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,12.485281,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.071068,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,9.656855,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.2426405,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
24.656855,23.656855,22.656855,21.656855,20.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.071068,24.071068,23.071068,22.071068,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
25.485281,24.485281,23.485281,23.071068,22.656855,23.071068,24.071068,25.071068,26.071068,27.071068,28.071068,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
25.899494,24.899494,24.485281,24.071068,23.656855,24.071068,24.485281,25.485281,26.485281,27.485281,28.485281,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.31371,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,25.899494,26.899494,27.899494,28.899494,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.31371,28.31371,29.31371,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,28.727922,29.727922,30.0,30.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
29.31371,28.899494,28.485281,28.071068,27.656855,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,29.31371,30.31371,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.899494,28.899494,29.899494,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.899494,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,26.485281,27.485281,28.485281,29.485281,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
26.485281,25.485281,24.485281,24.071068,23.656855,24.071068,25.071068,26.071068,27.071068,28.071068,29.071068,30.0,30.0,5.8284273,5.4142137,5.0,5.4142137,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
26.071068,25.071068,24.071068,23.071068,22.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.656855,24.656855,23.656855,22.656855,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
25.242641,24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
25.656855,24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
26.071068,25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,14.485281,14.071068,13.656855,13.2426405,12.828427,13.2426405,13.656855,14.071068,14.485281,14.899495,15.313708
25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,13.899495,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,12.485281,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.071068,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,9.656855,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.2426405,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
24.656855,23.656855,22.656855,21.656855,20.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.071068,24.071068,23.071068,22.071068,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
25.485281,24.485281,23.485281,23.071068,22.656855,23.071068,24.071068,25.071068,26.071068,27.071068,28.071068,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
25.899494,24.899494,24.485281,24.071068,23.656855,24.071068,24.485281,25.485281,26.485281,27.485281,28.485281,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.31371,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,25.899494,26.899494,27.899494,28.899494,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.31371,28.31371,29.31371,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,28.727922,29.727922,30.0,30.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
29.31371,28.899494,28.485281,28.071068,27.656855,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,29.31371,30.31371,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.899494,28.899494,29.899494,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.899494,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,26.485281,27.485281,28.485281,29.485281,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
26.485281,25.485281,24.485281,24.071068,23.656855,24.071068,25.071068,26.071068,27.071068,28.071068,29.071068,30.0,30.0,5.8284273,5.4142137,5.0,5.4142137,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
26.071068,25.071068,24.071068,23.071068,22.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.656855,24.656855,23.656855,22.656855,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
25.242641,24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
25.656855,24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
26.071068,25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,14.485281,14.071068,13.656855,13.2426405,12.828427,13.2426405,13.656855,14.071068,14.485281,14.899495,15.313708
25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,13.899495,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,12.485281,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.071068,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,9.656855,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.2426405,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
24.656855,23.656855,22.656855,21.656855,20.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.071068,24.071068,23.071068,22.071068,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
25.485281,24.485281,23.485281,23.071068,22.656855,23.071068,24.071068,25.071068,26.071068,27.071068,28.071068,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
25.899494,24.899494,24.485281,24.071068,23.656855,24.071068,24.485281,25.485281,26.485281,27.485281,28.485281,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.31371,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,25.899494,26.899494,27.899494,28.899494,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.31371,28.31371,29.31371,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,28.727922,29.727922,30.0,30.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
29.31371,28.899494,28.485281,28.071068,27.656855,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,29.31371,30.31371,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.899494,28.899494,29.899494,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.899494,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,26.485281,27.485281,28.485281,29.485281,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
26.485281,25.485281,24.485281,24.071068,23.656855,24.071068,25.071068,26.071068,27.071068,28.071068,29.071068,30.0,30.0,5.8284273,5.4142137,5.0,5.4142137,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
26.071068,25.071068,24.071068,23.071068,22.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.656855,24.656855,23.656855,22.656855,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
25.242641,24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
25.656855,24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
26.071068,25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,14.485281,14.071068,13.656855,13.2426405,12.828427,13.2426405,13.656855,14.071068,14.485281,14.899495,15.313708
25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,13.899495,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,12.485281,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.071068,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,9.656855,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.2426405,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
24.656855,23.656855,22.656855,21.656855,20.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.071068,24.071068,23.071068,22.071068,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
25.485281,24.485281,23.485281,23.071068,22.656855,23.071068,24.071068,25.071068,26.071068,27.071068,28.071068,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
25.899494,24.899494,24.485281,24.071068,23.656855,24.071068,24.485281,25.485281,26.485281,27.485281,28.485281,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.31371,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,25.899494,26.899494,27.899494,28.899494,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.31371,28.31371,29.31371,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,28.727922,29.727922,30.0,30.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
29.31371,28.899494,28.485281,28.071068,27.656855,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,29.31371,30.31371,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.899494,28.899494,29.899494,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.899494,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,26.485281,27.485281,28.485281,29.485281,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
26.485281,25.485281,24.485281,24.071068,23.656855,24.071068,25.071068,26.071068,27.071068,28.071068,29.071068,30.0,30.0,5.8284273,5.4142137,5.0,5.4142137,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
26.071068,25.071068,24.071068,23.071068,22.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.656855,24.656855,23.656855,22.656855,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
25.242641,24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
25.656855,24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
26.071068,25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,14.485281,14.071068,13.656855,13.2426405,12.828427,13.2426405,13.656855,14.071068,14.485281,14.899495,15.313708
25.899494,24.899494,23.899494,22.899494,21.899494,20.899494,19.899494,18.899494,17.899494,16.899494,15.899495,14.899495,13.899495,13.485281,13.071068,12.656855,12.2426405,11.828427,12.2426405,12.656855,13.071068,13.485281,13.899495,14.313708
25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,19.485281,18.485281,17.485281,16.485281,15.485281,14.485281,13.485281,12.485281,12.071068,11.656855,11.2426405,10.828427,11.2426405,11.656855,12.071068,12.485281,12.899495,13.313708
25.071068,24.071068,23.071068,22.071068,21.071068,20.071068,19.071068,18.071068,17.071068,16.071068,15.071068,14.071068,13.071068,12.071068,11.071068,10.656855,10.2426405,9.828427,10.2426405,10.656855,11.071068,11.485281,11.899495,12.313708
24.656855,23.656855,22.656855,21.656855,20.656855,19.656855,18.656855,17.656855,16.656855,15.656855,14.656855,13.656855,12.656855,11.656855,10.656855,9.656855,9.2426405,8.828427,9.2426405,9.656855,10.071068,10.485281,10.899495,11.313708
24.242641,23.242641,22.242641,21.242641,20.242641,19.242641,18.242641,17.242641,16.242641,15.2426405,14.2426405,13.2426405,12.2426405,11.2426405,10.2426405,9.2426405,8.2426405,7.8284273,8.2426405,8.656855,9.071068,9.485281,9.899495,10.899495
24.656855,23.656855,22.656855,21.656855,20.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.8284273,7.2426405,7.656854,8.071068,8.485281,9.485281,10.485281
25.071068,24.071068,23.071068,22.071068,21.656855,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.8284273,6.2426405,6.656854,7.071068,8.071068,9.071068,10.071068
25.485281,24.485281,23.485281,23.071068,22.656855,23.071068,24.071068,25.071068,26.071068,27.071068,28.071068,30.0,30.0,4.8284273,4.4142137,4.0,4.4142137,4.8284273,5.2426405,5.656854,6.656854,7.656854,8.656855,9.656855
25.899494,24.899494,24.485281,24.071068,23.656855,24.071068,24.485281,25.485281,26.485281,27.485281,28.485281,30.0,30.0,3.828427,3.4142137,3.0,3.4142137,3.828427,4.2426405,5.2426405,6.2426405,7.2426405,8.2426405,9.2426405
26.31371,25.899494,25.485281,25.071068,24.656855,25.071068,25.485281,25.899494,26.899494,27.899494,28.899494,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
27.31371,26.899494,26.485281,26.071068,25.656855,26.071068,26.485281,26.899494,27.31371,28.31371,29.31371,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,28.727922,29.727922,30.0,30.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
29.31371,28.899494,28.485281,28.071068,27.656855,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.0,30.0,2.4142137,1.0,1.0,1.0,2.4142137,3.4142137,4.4142137,5.4142137,6.4142137,7.4142137,8.414213
28.31371,27.899494,27.485281,27.071068,26.656855,27.071068,27.485281,27.899494,28.31371,29.31371,30.31371,30.0,30.0,2.828427,2.4142137,2.0,2.4142137,2.828427,3.828427,4.8284273,5.8284273,6.8284273,7.8284273,8.828427
